Human N 0915
Probe Array Lot: 1004874
Operator Name: JB
Sample Type: Normal
Sample Description: exp.  3/20/02 4/25/02
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:76, Count:32
Corner- Avg:6889, Count:32
BF= Alpha1=0.04 Alpha2=0.06 Tau=0.015 Gamma1H=0.0025 Gamma1L=0.0025 Gamma2H=0.003 Gamma2L=0.003 Perturbation=1.1 TGT=500 NF=1.000000 SF=6.263740 SFGene=All 
Background=Avg:46.02,Stdev:0.44,Max:47.5,Min:44.9 Noise=Avg:2.01,Stdev:0.09,Max:2.3,Min:1.8 RawQ=1.75 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
37186_s_at	16	16	49.7	A	0.520623																															
37187_at	16	16	69.4	A	0.081337																															
37188_at	16	16	20.6	A	0.732537																															
37189_at	16	16	700.9	P	0.031336																															
37190_at	16	16	40.1	A	0.218945																															
37191_at	16	16	976.8	A	0.098054																															
37192_at	16	16	1957.0	P	0.000562																															
37193_at	16	16	153.6	A	0.189687																															
37194_at	16	16	185.9	P	0.002228																															
37195_at	16	16	880.8	P	0.004863																															
37196_at	16	16	914.4	P	0.002228																															
37197_s_at	16	16	208.1	P	0.021866																															
37198_r_at	16	16	44.0	A	0.162935																															
37199_at	16	16	254.0	P	0.027860																															
37200_at	16	16	235.5	A	0.117160																															
37201_at	16	16	283.5	A	0.081337																															
37202_at	16	16	27.8	A	0.602006																															
37203_at	16	16	424.0	P	0.039365																															
37204_at	16	16	152.7	A	0.358690																															
37205_at	16	16	1050.3	A	0.066865																															
37206_at	16	16	16.2	A	0.320830																															
37207_at	16	16	12.7	A	0.882840																															
37208_at	16	16	581.1	P	0.000673																															
37209_g_at	16	16	1059.2	P	0.000322																															
37210_at	16	16	460.2	P	0.039365																															
37211_at	16	16	678.0	P	0.002617																															
37212_at	16	16	316.1	M	0.054470																															
37213_at	16	16	383.7	P	0.039365																															
37214_g_at	16	16	419.2	P	0.006532																															
37215_at	16	16	73.0	P	0.039365																															
37216_at	16	16	62.7	A	0.951005																															
37217_at	16	16	86.3	A	0.397994																															
37218_at	16	16	97.0	A	0.138765																															
37219_at	16	16	17.2	A	0.749276																															
37220_at	16	16	50.0	A	0.732537																															
37221_at	16	16	314.9	P	0.000266																															
37222_at	16	16	1437.5	P	0.001892																															
37223_at	16	16	52.9	A	0.073830																															
37224_at	16	16	254.6	A	0.117160																															
37225_at	16	16	2272.0	P	0.000219																															
37226_at	16	16	357.6	P	0.009985																															
37227_at	16	16	85.4	A	0.267463																															
37228_at	16	16	273.0	A	0.320830																															
37229_at	16	16	415.5	P	0.003067																															
37230_at	16	16	3423.5	P	0.000562																															
37231_at	16	16	22.4	A	0.479380																															
37232_at	16	16	169.0	P	0.006532																															
37233_at	16	16	11.4	A	0.679170																															
37234_at	16	16	16.7	A	0.397994																															
37235_g_at	16	16	8.4	A	0.837065																															
37236_at	16	16	42.7	A	0.418069																															
37237_at	16	16	413.1	A	0.081337																															
37238_s_at	16	16	2380.1	P	0.021866																															
37239_r_at	16	16	205.7	A	0.520620																															
37240_at	16	16	250.5	P	0.001892																															
37241_at	16	16	9.5	A	0.849473																															
37242_at	16	16	2701.0	P	0.000959																															
37243_at	16	16	206.4	P	0.000805																															
37244_at	16	16	312.5	P	0.001602																															
37245_at	16	16	81.6	A	0.089405																															
37246_at	16	16	436.7	A	0.284747																															
37247_at	16	16	239.1	P	0.027860																															
37248_at	16	16	539.4	P	0.017001																															
37249_at	16	16	68.7	A	0.204022																															
37250_at	16	16	687.1	P	0.001141																															
37251_s_at	16	16	103.8	P	0.027860																															
37252_at	16	16	81.8	A	0.660442																															
37253_at	16	16	1084.8	P	0.000219																															
37254_at	16	16	291.5	P	0.008689																															
37255_at	16	16	80.0	A	0.500000																															
37256_at	16	16	1602.1	P	0.006532																															
37257_at	16	16	34.6	A	0.781017																															
37258_at	16	16	24.0	A	0.479377																															
37259_at	16	16	268.4	P	0.019304																															
37260_at	16	16	278.2	A	0.162935																															
37261_g_at	16	16	126.4	A	0.267463																															
37262_at	16	16	183.0	A	0.378184																															
37263_at	16	16	59.4	A	0.162895																															
37264_at	16	16	222.9	P	0.013092																															
37265_at	16	16	117.0	A	0.081337																															
37266_at	16	16	270.2	P	0.003067																															
37267_at	16	16	538.8	A	0.089405																															
37268_at	16	16	2459.7	P	0.000562																															
37269_at	16	16	207.3	A	0.418069																															
37270_at	16	16	485.6	A	0.098054																															
37271_at	16	16	360.5	A	0.150527																															
37272_at	16	16	650.4	P	0.000959																															
37273_at	16	16	723.2	P	0.000562																															
37274_at	16	16	482.8	P	0.014937																															
37275_at	16	16	5.8	A	0.837065																															
37276_at	16	16	35.0	A	0.520620																															
37277_at	16	16	13.6	A	0.679170																															
37278_at	16	16	609.4	P	0.019304																															
37279_at	16	16	2894.6	P	0.000219																															
37280_at	16	16	88.4	A	0.250724																															
37281_at	16	16	492.0	A	0.060419																															
37282_at	16	16	50.7	P	0.002617																															
37283_at	16	16	427.1	M	0.043968																															
37284_at	16	16	58.9	A	0.320830																															
37285_at	16	16	753.5	P	0.011447																															
37286_at	16	16	12.0	A	0.765443																															
37287_at	16	16	54.2	A	0.250724																															
37288_g_at	16	16	39.6	A	0.302547																															
37289_at	16	16	7.2	A	0.960635																															
37290_at	16	16	3.4	A	0.872355																															
37531_at	16	16	273.3	A	0.089405																															
37532_at	16	16	10410.9	P	0.000468																															
37533_r_at	16	16	44.8	A	0.320830																															
37534_at	16	16	207.7	P	0.000388																															
37535_at	16	16	213.0	P	0.005643																															
37536_at	16	16	183.2	A	0.234557																															
37537_at	16	16	356.9	P	0.001354																															
37538_at	16	16	37.9	A	0.697453																															
37539_at	16	16	256.5	A	0.162935																															
37540_at	16	16	8224.5	P	0.000219																															
37541_at	16	16	123.7	A	0.500000																															
37542_at	16	16	223.3	P	0.021866																															
37543_at	16	16	1863.3	P	0.000266																															
37544_at	16	16	802.6	P	0.000468																															
37545_at	16	16	463.0	M	0.054470																															
37546_r_at	16	16	76.5	A	0.175989																															
37547_at	16	16	178.6	P	0.039340																															
37548_at	16	16	21.4	A	0.732537																															
37549_g_at	16	16	431.4	P	0.002228																															
37550_at	16	16	935.3	P	0.000266																															
37551_at	16	16	2515.1	P	0.008689																															
37552_at	16	16	503.4	P	0.001354																															
37553_at	16	16	481.4	P	0.039365																															
37554_at	16	16	508.3	A	0.520620																															
37555_at	16	16	145.4	P	0.019304																															
37556_at	16	16	62.8	A	0.162935																															
37557_at	16	16	530.7	M	0.054470																															
37558_at	16	16	59.2	P	0.031336																															
37559_at	16	16	225.9	A	0.397994																															
37560_at	16	16	27.9	A	0.810313																															
37561_at	16	16	112.1	A	0.150527																															
37562_at	16	16	773.7	A	0.117160																															
37563_at	16	16	475.8	A	0.073830																															
37564_at	16	16	177.1	P	0.035163																															
37565_at	16	16	130.6	P	0.014937																															
37566_at	16	16	15.7	A	0.910595																															
37567_at	16	16	322.0	P	0.014923																															
37568_at	16	16	78.8	A	0.284747																															
37569_at	16	16	1059.6	P	0.000266																															
37570_at	16	16	66.4	A	0.358690																															
37571_at	16	16	84.5	P	0.001354																															
37572_at	16	16	82.3	A	0.234557																															
37573_at	16	16	1161.9	P	0.007543																															
37574_at	16	16	101.8	A	0.234557																															
37575_at	16	16	197.4	P	0.002617																															
37576_at	16	16	226.9	P	0.009985																															
37577_at	16	16	97.5	A	0.098054																															
37578_at	16	16	311.4	P	0.001354																															
37579_at	16	16	474.8	P	0.027860																															
37580_at	16	16	106.6	A	0.234557																															
37581_at	16	16	641.1	P	0.000388																															
37582_at	16	16	14.3	A	0.960635																															
37583_at	16	16	596.0	P	0.001354																															
37584_at	16	16	305.3	A	0.107301																															
37585_at	16	16	236.1	P	0.031336																															
37586_at	16	16	128.2	A	0.234557																															
37587_at	16	16	427.6	A	0.378184																															
37588_s_at	16	16	482.3	A	0.339558																															
37589_at	16	16	1354.7	P	0.000388																															
37590_g_at	16	16	1736.3	P	0.000266																															
37591_at	16	16	846.5	A	0.081337																															
37592_at	16	16	16785.0	P	0.000219																															
37593_at	16	16	378.0	M	0.043968																															
37594_at	16	16	17.2	A	0.968664																															
37595_at	16	16	56.9	A	0.541184																															
37596_at	16	16	127.1	A	0.732537																															
37597_s_at	16	16	305.1	A	0.098054																															
37598_at	16	16	166.1	P	0.019304																															
37599_at	16	16	38.3	A	0.732537																															
37600_at	16	16	326.1	A	0.320830																															
37601_at	16	16	72.9	A	0.561639																															
37602_at	16	16	668.9	A	0.284747																															
37603_at	16	16	45.4	A	0.602006																															
37604_at	16	16	189.1	P	0.019304																															
37605_at	16	16	20.4	A	0.872355																															
37606_at	16	16	63.0	A	0.378184																															
37607_at	16	16	3.9	A	0.872355																															
37608_g_at	16	16	47.4	A	0.882840																															
37609_at	16	16	685.1	P	0.001141																															
37610_at	16	16	1811.2	P	0.000219																															
37611_at	16	16	46.2	M	0.048995																															
37612_at	16	16	114.3	A	0.302547																															
37613_at	16	16	13.5	A	0.983000																															
37614_g_at	16	16	102.8	A	0.218983																															
37615_at	16	16	1522.4	P	0.000388																															
37616_at	16	16	2427.6	P	0.000219																															
37617_at	16	16	1858.9	P	0.000219																															
37618_at	16	16	199.4	A	0.089405																															
37619_at	16	16	1968.7	P	0.000673																															
37620_at	16	16	177.0	P	0.001892																															
37621_at	16	16	146.0	A	0.060419																															
37622_r_at	16	16	84.0	P	0.000388																															
37623_at	16	16	5.4	A	0.986908																															
37624_at	16	16	46.3	P	0.031336																															
37625_at	16	16	5.6	A	0.918663																															
37626_at	16	16	10.4	A	0.849473																															
37627_g_at	16	16	14.8	A	0.715253																															
37628_at	16	16	6509.6	P	0.000219																															
37629_at	16	16	465.4	P	0.031336																															
37630_at	16	16	195.7	A	0.150527																															
37631_at	16	16	135.9	A	0.127645																															
37632_s_at	16	16	53.8	A	0.284747																															
37633_s_at	16	16	349.1	A	0.138765																															
37634_at	16	16	71.5	A	0.520620																															
37635_at	16	16	7.0	A	0.882840																															
37636_at	16	16	137.5	P	0.008689																															
37637_at	16	16	704.2	P	0.004180																															
37638_at	16	16	932.7	P	0.000805																															
37639_at	16	16	755.1	P	0.019304																															
37640_at	16	16	941.8	P	0.000219																															
37641_at	16	16	354.0	P	0.000219																															
37642_at	16	16	326.8	P	0.011447																															
37643_at	16	16	54.2	A	0.234557																															
37644_s_at	16	16	59.7	A	0.204022																															
37645_at	16	16	19.0	A	0.500000																															
37646_at	16	16	207.7	A	0.060419																															
37647_at	16	16	79.0	A	0.520620																															
37648_at	16	16	652.8	A	0.081337																															
37649_at	16	16	123.9	A	0.320830																															
37888_at	16	16	459.7	A	0.189687																															
37889_at	16	16	37.9	A	0.418069																															
37890_at	16	16	381.5	P	0.009985																															
37891_at	16	16	226.3	P	0.000562																															
37892_at	16	16	15.1	A	0.945530																															
37893_at	16	16	283.5	P	0.014937																															
37894_at	16	16	113.9	P	0.017001																															
37895_at	16	16	832.2	P	0.000219																															
37896_at	16	16	12.5	A	0.320830																															
37897_s_at	16	16	156.0	A	0.218983																															
37898_r_at	16	16	1497.7	A	0.107301																															
37899_at	16	16	79.4	A	0.098054																															
37900_at	16	16	628.3	P	0.000266																															
37901_at	16	16	98.1	P	0.039365																															
37902_at	16	16	816.8	P	0.000219																															
37903_at	16	16	251.5	A	0.541184																															
37904_s_at	16	16	280.6	P	0.011447																															
37905_r_at	16	16	970.1	A	0.098054																															
37906_at	16	16	726.8	P	0.002228																															
37907_at	16	16	736.2	P	0.002617																															
37908_at	16	16	632.9	P	0.000219																															
37909_at	16	16	90.5	A	0.438351																															
37910_at	16	16	167.2	P	0.031336																															
37911_at	16	16	564.6	P	0.002617																															
37912_at	16	16	388.9	A	0.150527																															
37913_at	16	16	268.6	A	0.500000																															
37914_at	16	16	258.8	P	0.001354																															
37915_at	16	16	400.7	P	0.002617																															
37916_at	16	16	1129.0	P	0.014937																															
37917_at	16	16	229.7	P	0.027860																															
37918_at	16	16	25.2	A	0.765443																															
37919_at	16	16	34.9	A	0.837065																															
37920_at	16	16	52.6	A	0.679170																															
37921_at	16	16	47.4	A	0.358668																															
37922_at	16	16	428.8	A	0.284747																															
37923_at	16	16	37.8	A	0.749276																															
37924_g_at	16	16	210.4	A	0.320830																															
37925_r_at	16	16	43.7	A	0.378184																															
37926_at	16	16	249.2	A	0.397994																															
37927_at	16	16	41.3	A	0.561639																															
37928_at	16	16	2583.3	P	0.000562																															
37929_at	16	16	306.1	P	0.009985																															
37930_at	16	16	53.5	A	0.218983																															
37931_at	16	16	1124.0	P	0.024711																															
37932_at	16	16	385.6	M	0.043968																															
37933_at	16	16	9.4	A	0.983000																															
37934_at	16	16	150.8	A	0.500000																															
37935_at	16	16	191.3	P	0.011447																															
37936_at	16	16	360.9	P	0.004180																															
37937_at	16	16	32.9	A	0.901946																															
37938_at	16	16	197.5	P	0.021866																															
37939_at	16	16	1368.1	P	0.031336																															
37940_f_at	16	16	713.8	A	0.358690																															
37941_at	16	16	157.2	A	0.234557																															
37942_at	16	16	27.3	A	0.910595																															
37943_at	16	16	239.8	P	0.007543																															
37944_at	16	16	141.1	P	0.039365																															
37945_at	16	16	676.6	A	0.089405																															
37946_at	16	16	161.3	A	0.162935																															
37947_at	16	16	554.7	P	0.024711																															
37948_at	16	16	374.0	P	0.000673																															
37949_at	16	16	45.9	A	0.150527																															
37950_at	16	16	252.4	P	0.002617																															
37951_at	16	16	185.3	A	0.089405																															
37952_at	16	16	91.3	A	0.358690																															
37953_s_at	16	16	112.3	A	0.581931																															
37954_at	16	16	49.0	A	0.872394																															
37955_at	16	16	1063.9	P	0.011447																															
37956_at	16	16	52.8	A	0.438361																															
37957_at	16	16	336.2	M	0.048995																															
37958_at	16	16	1117.0	P	0.000805																															
37959_at	16	16	322.0	P	0.003067																															
37960_at	16	16	22.1	A	0.621816																															
37961_at	16	16	1099.7	P	0.000468																															
37962_r_at	16	16	519.9	P	0.000388																															
37963_at	16	16	235.8	A	0.339558																															
37964_at	16	16	237.0	P	0.007543																															
37965_at	16	16	811.0	P	0.001892																															
37966_at	16	16	502.7	P	0.027860																															
37967_at	16	16	94.4	A	0.918663																															
37968_at	16	16	156.0	A	0.397994																															
37969_at	16	16	140.4	A	0.397994																															
37970_at	16	16	1146.1	A	0.127645																															
37971_at	16	16	100.5	P	0.019304																															
37972_at	16	16	59.1	A	0.284747																															
37973_at	16	16	314.6	A	0.150527																															
37974_at	16	16	187.2	P	0.000805																															
37975_at	16	16	65.6	A	0.284747																															
37976_at	16	16	484.9	A	0.107301																															
37977_at	16	16	54.1	A	0.660442																															
37978_at	16	16	924.3	P	0.007543																															
37979_at	16	16	113.0	A	0.060419																															
37980_at	16	16	174.2	P	0.031336																															
37981_at	16	16	608.0	P	0.021866																															
37982_at	16	16	3112.0	P	0.000388																															
37983_at	16	16	175.8	A	0.117160																															
37984_s_at	16	16	345.4	P	0.000219																															
37985_at	16	16	13.8	A	0.697453																															
37986_at	16	16	165.5	A	0.089405																															
37987_at	16	16	134.1	A	0.066865																															
37988_at	16	16	25.9	A	0.882840																															
37989_at	16	16	27.2	A	0.479380																															
37990_at	16	16	77.8	A	0.250724																															
37991_at	16	16	181.7	P	0.003585																															
37992_s_at	16	16	8432.4	P	0.000219																															
37993_at	16	16	1480.2	A	0.098054																															
37994_at	16	16	215.4	P	0.000388																															
37995_s_at	16	16	217.7	P	0.000388																															
37996_s_at	16	16	1583.5	P	0.000388																															
37997_r_at	16	16	70.6	A	0.918663																															
37998_at	16	16	409.0	M	0.043968																															
37999_at	16	16	117.4	P	0.006532																															
38000_at	16	16	95.8	A	0.320830																															
38001_at	16	16	729.6	P	0.001141																															
38002_s_at	16	16	58.6	A	0.500000																															
38003_s_at	16	16	644.8	P	0.011447																															
38004_at	16	16	33.7	A	0.781017																															
38005_at	16	16	156.5	P	0.004180																															
38006_at	16	16	35.8	A	0.458816																															
38007_at	16	16	291.3	A	0.189687																															
38248_at	16	16	80.2	A	0.602006																															
38249_at	16	16	32.6	A	0.679170																															
38250_at	16	16	148.1	P	0.000805																															
38251_at	16	16	533.1	P	0.008689																															
38252_s_at	16	16	822.2	P	0.000266																															
38253_at	16	16	5883.4	P	0.000959																															
38254_at	16	16	920.8	P	0.001892																															
38255_at	16	16	22.6	A	0.901946																															
38256_s_at	16	16	200.5	P	0.000388																															
38257_at	16	16	2817.4	P	0.000219																															
38258_at	16	16	122.7	A	0.500000																															
38259_at	16	16	32.3	A	0.824011																															
38260_at	16	16	88.5	A	0.732537																															
38261_at	16	16	53.6	A	0.378184																															
38262_at	16	16	119.1	P	0.027860																															
38263_at	16	16	4514.9	P	0.000219																															
38264_at	16	16	148.6	A	0.189687																															
38265_at	16	16	340.0	P	0.024711																															
38266_at	16	16	35.7	A	0.127645																															
38267_at	16	16	89.3	A	0.397994																															
38268_at	16	16	81.0	A	0.302547																															
38269_at	16	16	751.4	P	0.014937																															
38270_at	16	16	412.4	P	0.001602																															
38271_at	16	16	315.7	P	0.006532																															
38272_at	16	16	909.8	P	0.005643																															
38273_at	16	16	76.2	A	0.284747																															
38274_at	16	16	424.1	P	0.009985																															
38275_at	16	16	628.6	P	0.007543																															
38276_at	16	16	34.2	A	0.697453																															
38277_at	16	16	213.3	P	0.013092																															
38278_at	16	16	267.1	A	0.138765																															
38279_at	16	16	72.1	A	0.150527																															
38280_s_at	16	16	9.1	A	0.765443																															
38281_at	16	16	98.8	P	0.031336																															
38282_at	16	16	1398.5	P	0.001602																															
38283_at	16	16	456.5	P	0.001354																															
38284_at	16	16	270.3	P	0.027860																															
38285_at	16	16	3366.7	P	0.000219																															
38286_at	16	16	319.0	P	0.004863																															
38287_at	16	16	540.8	P	0.001354																															
38288_at	16	16	22.9	A	0.378184																															
38289_r_at	16	16	16.8	A	0.189687																															
38290_at	16	16	71.7	A	0.438361																															
38291_at	16	16	69.9	A	0.302547																															
38292_at	16	16	587.1	P	0.039365																															
38293_s_at	16	16	12.1	A	0.837065																															
38294_at	16	16	250.0	P	0.009985																															
38295_at	16	16	37.1	A	0.918663																															
38296_at	16	16	440.3	A	0.150527																															
38297_at	16	16	794.8	P	0.001892																															
38298_at	16	16	427.5	A	0.302547																															
38299_at	16	16	10.0	A	0.581931																															
38300_at	16	16	31.2	A	0.218945																															
38301_at	16	16	52.6	A	0.089405																															
38302_at	16	16	97.2	A	0.081337																															
38303_at	16	16	33.2	A	0.150487																															
38304_r_at	16	16	29.9	A	0.458816																															
38305_at	16	16	95.6	A	0.189687																															
38306_at	16	16	361.4	P	0.000388																															
38307_at	16	16	478.3	A	0.284747																															
38308_g_at	16	16	1164.0	P	0.007543																															
38309_r_at	16	16	458.5	A	0.679170																															
38310_at	16	16	193.4	A	0.218983																															
38311_at	16	16	154.2	A	0.138765																															
38312_at	16	16	703.4	P	0.000322																															
38313_at	16	16	232.7	A	0.117160																															
38314_at	16	16	276.9	A	0.081337																															
38315_at	16	16	1015.4	P	0.019304																															
38316_at	16	16	409.5	P	0.002617																															
38317_at	16	16	1054.6	P	0.000266																															
38318_at	16	16	811.1	P	0.000266																															
38319_at	16	16	12.2	A	0.541184																															
38320_s_at	16	16	1013.1	A	0.098054																															
38321_r_at	16	16	25.0	A	0.990015																															
38322_at	16	16	5.2	A	0.824011																															
38323_at	16	16	1034.4	P	0.000266																															
38324_at	16	16	19.2	A	0.849473																															
38325_at	16	16	76.3	M	0.048995																															
38326_at	16	16	4684.9	P	0.000266																															
38327_at	16	16	51.6	A	0.602006																															
38328_at	16	16	109.8	P	0.005643																															
38329_at	16	16	15.7	A	0.892699																															
38330_at	16	16	11.7	A	0.697453																															
38331_at	16	16	334.7	P	0.003585																															
38332_at	16	16	75.7	A	0.320830																															
38333_at	16	16	22.3	A	0.951005																															
38334_g_at	16	16	70.2	A	0.679170																															
38335_at	16	16	149.3	P	0.007543																															
38336_at	16	16	312.3	P	0.002617																															
38337_at	16	16	155.6	P	0.021866																															
38338_at	16	16	4379.0	P	0.000673																															
38339_at	16	16	2.4	A	0.951005																															
38340_at	16	16	759.4	M	0.048995																															
38341_at	16	16	78.6	A	0.073830																															
38342_at	16	16	960.5	P	0.003585																															
38343_at	16	16	19.5	A	0.641310																															
38344_at	16	16	95.7	A	0.641310																															
38345_at	16	16	8.5	A	0.715253																															
38346_at	16	16	84.3	A	0.189687																															
38347_at	16	16	51.3	A	0.189687																															
38348_at	16	16	327.0	P	0.027860																															
38349_at	16	16	70.6	A	0.320830																															
38350_f_at	16	16	2716.6	P	0.000805																															
38351_at	16	16	167.7	P	0.017001																															
38352_at	16	16	321.6	A	0.284747																															
38353_at	16	16	314.2	P	0.000388																															
38354_at	16	16	1875.1	P	0.000388																															
38355_at	16	16	995.4	P	0.000219																															
38356_at	16	16	414.3	A	0.150527																															
38357_at	16	16	794.4	P	0.000388																															
38358_at	16	16	179.5	A	0.073830																															
38359_at	16	16	394.5	A	0.089405																															
38360_at	16	16	20.8	A	0.926170																															
38361_g_at	16	16	872.4	P	0.039365																															
38362_at	16	16	141.1	M	0.048995																															
38363_at	16	16	530.5	P	0.013092																															
38364_at	16	16	201.7	P	0.005643																															
38365_at	16	16	426.6	P	0.001892																															
38366_g_at	16	16	112.7	M	0.048995																															
38367_s_at	16	16	58.1	A	0.358690																															
38608_at	16	16	49.3	A	0.968664																															
38609_at	16	16	865.7	P	0.011447																															
38610_s_at	16	16	1075.1	P	0.000322																															
38611_at	16	16	19.1	A	0.824011																															
38612_at	16	16	757.8	P	0.000388																															
38613_at	16	16	720.6	P	0.001892																															
38614_s_at	16	16	314.8	P	0.005643																															
38615_at	16	16	4.8	A	0.968664																															
38616_at	16	16	53.8	A	0.697453																															
38617_at	16	16	487.1	P	0.027860																															
38618_at	16	16	151.0	P	0.035163																															
38619_at	16	16	28.6	A	0.541184																															
38620_at	16	16	249.7	P	0.014937																															
38621_at	16	16	1295.5	P	0.013092																															
38622_at	16	16	592.9	A	0.089405																															
38623_at	16	16	241.0	A	0.458816																															
38624_at	16	16	403.6	P	0.035163																															
38625_g_at	16	16	126.8	A	0.621816																															
38626_at	16	16	301.9	P	0.013092																															
38627_at	16	16	443.2	P	0.000805																															
38628_at	16	16	1133.3	P	0.035163																															
38629_at	16	16	562.4	M	0.054470																															
38630_at	16	16	305.2	P	0.000219																															
38631_at	16	16	474.8	P	0.000673																															
38632_at	16	16	719.7	P	0.014937																															
38633_at	16	16	837.3	P	0.000673																															
38634_at	16	16	373.7	P	0.003585																															
38635_at	16	16	1934.9	P	0.011447																															
38636_at	16	16	2054.6	P	0.001889																															
38637_at	16	16	97.7	P	0.003585																															
38638_at	16	16	387.2	P	0.000219																															
38639_at	16	16	148.6	A	0.621816																															
38640_at	16	16	288.3	A	0.339558																															
38641_at	16	16	456.2	A	0.162935																															
38642_at	16	16	92.7	P	0.003067																															
38643_at	16	16	277.7	P	0.003067																															
38644_at	16	16	405.9	A	0.234557																															
38645_at	16	16	97.2	P	0.017001																															
38646_s_at	16	16	14.8	A	0.561639																															
38647_at	16	16	1542.5	P	0.001141																															
38648_at	16	16	642.3	P	0.001141																															
38649_at	16	16	467.8	P	0.001602																															
38650_at	16	16	4410.8	P	0.000219																															
38651_at	16	16	1703.2	P	0.000673																															
38652_at	16	16	597.4	P	0.003067																															
38653_at	16	16	3716.2	P	0.000219																															
38654_at	16	16	317.4	P	0.000388																															
38655_at	16	16	530.9	P	0.001141																															
38656_s_at	16	16	429.5	P	0.001141																															
38657_s_at	16	16	1728.8	P	0.004180																															
38658_at	16	16	44.7	A	0.541184																															
38659_at	16	16	632.6	P	0.000219																															
38660_at	16	16	28140.9	P	0.000219																															
38661_at	16	16	222.4	A	0.602006																															
38662_at	16	16	533.1	P	0.001354																															
38663_at	16	16	4381.5	P	0.000959																															
38664_at	16	16	982.6	P	0.001354																															
38665_at	16	16	327.4	P	0.039365																															
38666_at	16	16	455.0	P	0.000805																															
38667_at	16	16	367.1	P	0.003067																															
38668_at	16	16	245.6	P	0.003067																															
38669_at	16	16	221.3	P	0.000562																															
38670_at	16	16	344.3	P	0.001141																															
38671_at	16	16	905.2	P	0.031336																															
38672_at	16	16	640.4	P	0.002613																															
38673_s_at	16	16	341.2	A	0.066865																															
38674_at	16	16	1033.0	P	0.000266																															
38675_at	16	16	1425.8	P	0.021866																															
38676_at	16	16	223.3	P	0.001354																															
38677_at	16	16	76.4	P	0.013092																															
38678_at	16	16	13.6	A	0.302547																															
38679_g_at	16	16	2136.8	P	0.000219																															
38680_at	16	16	157.8	A	0.234557																															
38681_at	16	16	2225.6	P	0.000266																															
38682_at	16	16	552.0	A	0.234557																															
38683_s_at	16	16	815.2	P	0.014937																															
38684_at	16	16	179.8	P	0.000562																															
38685_at	16	16	236.8	P	0.000266																															
38686_at	16	16	1101.3	P	0.031336																															
38687_at	16	16	2431.0	P	0.000219																															
38688_at	16	16	1141.9	P	0.001354																															
38689_at	16	16	363.3	P	0.001602																															
38690_at	16	16	1696.5	P	0.000805																															
38691_s_at	16	16	302.3	A	0.218983																															
38692_at	16	16	646.6	P	0.000219																															
38693_at	16	16	505.5	P	0.000322																															
38694_at	16	16	283.1	P	0.000219																															
38695_at	16	16	3721.0	P	0.000468																															
38696_at	16	16	21.9	A	0.697453																															
38697_at	16	16	406.8	A	0.098054																															
38698_at	16	16	1045.3	P	0.000673																															
38699_at	16	16	117.5	A	0.250724																															
38700_at	16	16	888.6	P	0.013092																															
38701_at	16	16	322.8	P	0.019304																															
38702_at	16	16	999.5	P	0.000322																															
38703_at	16	16	2047.5	P	0.002228																															
38704_at	16	16	2678.7	P	0.000562																															
38705_at	16	16	922.2	P	0.000266																															
38706_at	16	16	219.5	A	0.267463																															
38707_r_at	16	16	3101.7	A	0.234557																															
38708_at	16	16	6238.2	P	0.000219																															
38709_at	16	16	343.8	P	0.001602																															
38710_at	16	16	2820.8	P	0.001354																															
38711_at	16	16	1646.5	P	0.000219																															
38712_at	16	16	178.3	P	0.017001																															
38713_at	16	16	1956.9	P	0.006532																															
38714_at	16	16	118.6	A	0.175989																															
38715_at	16	16	39.6	A	0.520620																															
38716_at	16	16	604.8	P	0.014937																															
38717_at	16	16	783.8	P	0.000266																															
38718_at	16	16	357.4	P	0.019304																															
38719_at	16	16	436.6	P	0.003585																															
38720_at	16	16	4581.4	P	0.000562																															
38721_at	16	16	1639.5	P	0.000959																															
38722_at	16	16	2514.7	P	0.002617																															
38723_at	16	16	73.0	A	0.561639																															
38724_at	16	16	978.8	P	0.000388																															
38725_s_at	16	16	279.2	A	0.081337																															
38726_at	16	16	616.2	A	0.138765																															
38966_at	16	16	966.3	A	0.066865																															
38967_at	16	16	2603.5	P	0.000219																															
38968_at	16	16	431.4	P	0.011447																															
38969_at	16	16	586.3	A	0.098054																															
38970_s_at	16	16	1296.2	P	0.024711																															
38971_r_at	16	16	1521.9	A	0.127645																															
38972_at	16	16	408.6	P	0.001354																															
38973_at	16	16	362.7	A	0.175989																															
38974_at	16	16	5356.3	P	0.000219																															
38975_at	16	16	276.1	P	0.039365																															
38976_at	16	16	31.0	A	0.997383																															
38977_at	16	16	577.5	P	0.008689																															
38978_at	16	16	124.1	A	0.117160																															
38979_at	16	16	104.0	P	0.000322																															
38980_at	16	16	867.9	P	0.004180																															
38981_at	16	16	4679.6	P	0.000805																															
