Human N 0915
Probe Array Lot: 1004874
Operator Name: JB
Sample Type: Normal
Sample Description: exp.  3/20/02 4/25/02
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:76, Count:32
Corner- Avg:6889, Count:32
BF= Alpha1=0.04 Alpha2=0.06 Tau=0.015 Gamma1H=0.0025 Gamma1L=0.0025 Gamma2H=0.003 Gamma2L=0.003 Perturbation=1.1 TGT=500 NF=1.000000 SF=6.263740 SFGene=All 
Background=Avg:46.02,Stdev:0.44,Max:47.5,Min:44.9 Noise=Avg:2.01,Stdev:0.09,Max:2.3,Min:1.8 RawQ=1.75 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
32872_at	16	16	84.8	A	0.378184																															
32873_at	16	16	5.3	A	0.994357																															
32874_at	16	16	255.6	M	0.048995																															
32875_at	16	16	34.4	A	0.985063																															
32876_s_at	16	16	21.4	A	0.933135																															
32877_i_at	13	13	1124.5	A	0.075978																															
32878_f_at	16	16	115.4	A	0.320830																															
32879_at	16	16	333.0	A	0.204022																															
32880_at	16	16	64.2	A	0.715253																															
32881_at	16	16	144.3	A	0.520620																															
32882_at	16	16	195.5	A	0.127645																															
32883_at	16	16	151.0	P	0.021866																															
32884_at	16	16	26.0	A	0.837065																															
32885_f_at	16	16	12.9	A	0.918663																															
32886_at	16	16	33.7	A	0.892699																															
32887_at	16	16	196.5	A	0.218983																															
32888_at	16	16	536.4	P	0.027860																															
32889_at	16	16	28.5	A	0.438361																															
32890_at	16	16	7.2	A	0.983000																															
32891_at	16	16	29.9	A	0.824011																															
32892_at	16	16	267.0	A	0.500000																															
32893_s_at	16	16	211.9	A	0.641310																															
32894_at	16	16	36.0	A	0.999327																															
32895_f_at	16	16	40.3	A	0.926170																															
32896_at	16	16	49.6	P	0.003067																															
32897_at	16	16	856.7	A	0.175989																															
32898_at	16	16	121.2	A	0.378184																															
32899_s_at	16	16	14.8	A	0.882840																															
32900_at	16	16	175.9	A	0.810313																															
32901_s_at	16	16	263.6	P	0.004180																															
32902_at	16	16	154.2	A	0.339558																															
32903_at	16	16	31.7	A	0.162935																															
32904_at	16	16	571.7	A	0.438361																															
32905_s_at	16	16	428.4	A	0.162935																															
32906_at	16	16	32.8	A	0.339558																															
32907_at	16	16	101.3	A	0.234557																															
32908_at	16	16	37.8	A	0.697453																															
32909_at	16	16	529.0	P	0.003585																															
32910_at	16	16	50.4	A	0.234557																															
32911_s_at	16	16	2.6	A	0.882840																															
32912_at	16	16	119.2	A	0.284747																															
32913_i_at	15	15	306.3	A	0.266065																															
32914_f_at	16	16	170.3	P	0.035163																															
32915_at	16	16	490.3	M	0.054470																															
32916_at	16	16	118.7	A	0.127645																															
32917_at	16	16	8.8	A	0.926170																															
32918_at	16	16	78.2	A	0.679170																															
32919_at	16	16	245.9	P	0.027860																															
32920_at	16	16	80.8	A	0.781017																															
32921_at	16	16	85.6	M	0.054470																															
32922_at	16	16	26.5	A	0.438361																															
32923_r_at	16	16	5514.3	A	0.127645																															
32924_at	16	16	108.3	A	0.732537																															
32925_at	16	16	8.6	A	0.994357																															
32926_at	16	16	40.6	A	0.189687																															
32927_at	16	16	12.8	A	0.320830																															
32928_at	16	16	149.7	A	0.339558																															
32929_at	16	16	59.3	A	0.781017																															
32930_f_at	16	16	58.5	A	0.098054																															
32931_at	16	16	23.4	A	0.697453																															
32932_at	16	16	304.8	P	0.000219																															
32933_r_at	16	16	516.7	A	0.418069																															
32934_i_at	13	13	6.6	A	0.808824																															
32935_at	16	16	37.4	A	0.715253																															
32936_at	16	16	72.2	P	0.003585																															
32937_at	16	16	15.4	A	0.781017																															
32938_at	16	16	19.7	A	0.910595																															
32939_g_at	16	16	21.4	A	0.837065																															
32940_at	16	16	26.3	A	0.458816																															
32941_at	16	16	179.2	A	0.438361																															
32942_at	16	16	201.3	A	0.107301																															
32943_at	16	16	79.3	A	0.378184																															
32944_at	16	16	100.8	A	0.234557																															
32945_i_at	14	14	5.8	A	0.764886																															
32946_r_at	16	16	1.7	A	0.926170																															
32947_at	16	16	6.2	A	0.951005																															
32948_at	16	16	17.6	A	0.500000																															
32949_at	16	16	45.1	A	0.479380																															
32950_at	16	16	12.2	A	0.837065																															
32951_g_at	16	16	20.4	A	0.951005																															
32952_at	16	16	239.3	A	0.073830																															
32953_at	16	16	123.5	A	0.715253																															
32954_at	16	16	180.6	P	0.008689																															
32955_at	16	16	59.6	A	0.089405																															
32956_at	16	16	425.3	A	0.234557																															
32957_g_at	16	16	221.3	A	0.204022																															
32958_at	16	16	13.7	A	0.824011																															
32959_at	16	16	166.3	A	0.060419																															
32960_at	16	16	95.0	A	0.956032																															
32961_at	16	16	90.6	P	0.027860																															
32962_at	16	16	22.5	A	0.479380																															
32963_s_at	16	16	972.8	P	0.000219																															
32964_at	16	16	36.8	A	0.458816																															
32965_f_at	16	16	492.0	A	0.358690																															
32966_at	16	16	22.2	A	0.641310																															
32967_at	16	16	78.7	A	0.641310																															
32968_s_at	16	16	68.2	A	0.418056																															
32969_r_at	16	16	99.4	A	0.541184																															
32970_f_at	16	16	363.6	A	0.138765																															
32971_at	16	16	1633.5	P	0.005643																															
32972_at	16	16	39.1	A	0.127645																															
32973_s_at	16	16	46.6	A	0.660442																															
32974_at	16	16	52.9	A	0.320830																															
32975_g_at	16	16	307.2	A	0.418069																															
32976_s_at	16	16	33.2	A	0.320830																															
32977_at	16	16	253.7	A	0.418069																															
32978_g_at	16	16	12.5	A	0.978134																															
32979_at	16	16	140.9	P	0.011447																															
32980_f_at	16	16	362.9	A	0.127645																															
33458_r_at	16	16	4587.6	P	0.000219																															
33459_at	16	16	250.2	A	0.320830																															
33460_at	16	16	161.4	A	0.150527																															
33461_at	16	16	65.7	A	0.500000																															
33462_at	16	16	173.7	P	0.009985																															
33463_at	16	16	68.2	A	0.418069																															
33464_at	16	16	85.1	A	0.418069																															
33465_at	16	16	113.5	A	0.150527																															
33466_at	16	16	262.0	P	0.017001																															
33467_at	16	16	200.9	A	0.358690																															
33468_at	16	16	264.6	A	0.073830																															
33469_r_at	16	16	431.0	P	0.019304																															
33470_at	16	16	1098.5	P	0.024711																															
33471_g_at	16	16	527.4	P	0.001354																															
33472_at	16	16	234.1	A	0.073830																															
33473_at	16	16	1.7	A	0.945530																															
33474_at	16	16	24.3	A	0.781017																															
33475_at	16	16	21.8	A	0.602006																															
33476_at	16	16	21.6	A	0.765443																															
33477_at	16	16	17.9	A	0.641310																															
33478_at	16	16	5.2	A	0.968664																															
33479_g_at	16	16	71.0	A	0.127606																															
33480_at	16	16	204.7	A	0.081337																															
33481_at	16	16	5.1	A	0.945530																															
33482_at	16	16	29.5	A	0.926170																															
33483_at	16	16	7.6	A	0.872355																															
33484_at	16	16	205.9	P	0.008689																															
33485_at	16	16	2974.1	P	0.000219																															
33486_at	16	16	7.7	A	0.956032																															
33487_at	16	16	64.0	A	0.458816																															
33488_at	16	16	5.6	A	0.458816																															
33489_at	16	16	103.5	A	0.204022																															
33490_at	16	16	19.7	A	0.541184																															
33491_at	16	16	24.3	A	0.697453																															
33492_at	16	16	155.3	A	0.189687																															
33493_at	16	16	739.3	P	0.024711																															
33494_at	16	16	2117.5	P	0.000219																															
33495_at	16	16	16.8	A	0.882840																															
33496_at	16	16	42.0	A	0.339558																															
33497_at	16	16	27.0	A	0.861235																															
33498_at	16	16	19.7	A	0.892699																															
33499_s_at	16	16	532.9	A	0.218983																															
33500_i_at	13	13	134.3	A	0.596617																															
33501_r_at	16	16	620.2	A	0.189687																															
33502_at	16	16	9.4	A	0.882840																															
33503_at	16	16	557.6	A	0.098054																															
33504_at	16	16	64.7	A	0.679170																															
33505_at	16	16	61.1	A	0.175989																															
33506_at	16	16	259.9	A	0.117160																															
33507_g_at	16	16	16.9	A	0.581931																															
33508_at	16	16	88.3	A	0.520620																															
33509_at	16	16	114.1	P	0.001354																															
33510_s_at	16	16	286.3	A	0.098054																															
33511_at	16	16	91.0	A	0.204022																															
33512_at	16	16	38.3	A	0.824011																															
33513_at	16	16	37.0	A	0.641310																															
33514_at	16	16	75.6	A	0.500000																															
33515_at	16	16	88.2	A	0.697453																															
33516_at	16	16	161.0	P	0.013092																															
33517_f_at	16	16	16.6	A	0.933135																															
33518_f_at	16	16	4.3	A	0.945530																															
33519_at	16	16	29.2	A	0.810313																															
33520_at	16	16	313.2	A	0.175989																															
33521_at	16	16	506.7	A	0.418069																															
33522_at	16	16	358.0	M	0.054470																															
33523_at	16	16	23.1	A	0.861235																															
33524_at	16	16	317.3	A	0.175989																															
33525_at	16	16	2.6	A	0.988553																															
33526_at	16	16	21.2	A	0.861235																															
33527_at	16	16	33.0	A	0.320830																															
33528_at	16	16	48.7	A	0.458816																															
33529_at	16	16	4.2	A	0.964837																															
33530_at	16	16	34.5	A	0.189687																															
33531_at	16	16	18.5	A	0.458816																															
33532_at	16	16	67.9	A	0.117160																															
33533_at	16	16	384.9	P	0.001141																															
33534_at	16	16	4.1	A	0.951005																															
33535_at	16	16	371.5	A	0.127645																															
33536_at	16	16	13.4	A	0.926170																															
33537_at	16	16	140.1	A	0.418069																															
33538_at	16	16	63.2	P	0.031336																															
33539_at	16	16	196.7	P	0.004863																															
33540_at	16	16	19.9	A	0.910595																															
33541_s_at	16	16	74.2	A	0.520620																															
33542_at	16	16	11.2	A	0.861235																															
33543_s_at	16	16	471.4	P	0.000388																															
33544_at	16	16	31.8	A	0.479380																															
33545_at	16	16	918.5	P	0.019304																															
33546_at	16	16	381.5	A	0.358690																															
33547_i_at	15	15	6.8	A	0.832910																															
33548_f_at	15	15	18.1	A	0.324781																															
33549_at	16	16	30.6	A	0.320830																															
33550_at	16	16	39.1	A	0.073830																															
33551_s_at	16	16	5.6	A	0.715253																															
33552_at	16	16	8.2	A	0.541184																															
33553_r_at	16	16	18.0	A	0.458816																															
33554_at	16	16	41.0	A	0.358690																															
33555_at	16	16	116.0	A	0.339558																															
33556_at	16	16	72.3	A	0.189687																															
33557_at	16	16	17.5	A	0.679170																															
33558_at	16	16	2202.4	P	0.001354																															
33559_at	16	16	111.6	A	0.138765																															
33560_at	16	16	44.6	A	0.541184																															
33561_at	16	16	58.2	A	0.378184																															
33562_g_at	16	16	17.5	A	0.732537																															
33563_s_at	16	16	31.9	A	0.697453																															
33564_at	16	16	6.7	A	0.933135																															
33565_at	16	16	13.9	A	0.418069																															
33566_at	16	16	13.9	A	0.861235																															
33567_at	16	16	45.6	A	0.117160																															
33568_at	16	16	1032.5	A	0.358690																															
33569_at	16	16	134.0	A	0.378184																															
33570_at	16	16	1248.6	P	0.000322																															
33571_at	16	16	731.0	P	0.002617																															
33572_at	16	16	19.4	A	0.679170																															
33573_at	16	16	118.1	A	0.418069																															
33574_at	16	16	4.1	A	0.926170																															
33575_at	16	16	9.0	A	0.926170																															
33576_at	16	16	15.8	A	0.781017																															
33577_at	16	16	10.4	A	0.781017																															
33937_at	16	16	27.5	A	0.602006																															
33938_g_at	16	16	63.9	A	0.150527																															
33939_at	16	16	37.9	A	0.378184																															
33940_at	16	16	4.3	A	0.968664																															
33941_at	16	16	95.6	A	0.715253																															
33942_s_at	16	16	1587.0	P	0.000219																															
33943_at	16	16	4579.4	P	0.000219																															
33944_at	16	16	3441.9	P	0.000219																															
33945_at	16	16	25.6	A	0.765443																															
33946_at	16	16	15.7	A	0.397994																															
33947_at	16	16	646.4	A	0.081337																															
33948_at	16	16	51.4	A	0.849473																															
33949_at	16	16	108.9	A	0.250724																															
33950_g_at	16	16	773.4	A	0.218983																															
33951_at	16	16	105.6	A	0.339558																															
33952_at	16	16	580.5	P	0.007543																															
33953_at	16	16	26.2	A	0.882840																															
33954_at	16	16	61.5	A	0.089405																															
33955_at	16	16	61.5	A	0.267463																															
33956_at	16	16	63.7	P	0.035163																															
33957_at	16	16	11.8	A	0.339558																															
33958_at	16	16	94.8	A	0.117160																															
33959_at	16	16	4.4	A	0.983000																															
33960_s_at	16	16	245.2	A	0.781017																															
33961_at	16	16	201.5	M	0.043941																															
33962_at	16	16	10.9	A	0.918663																															
33963_at	16	16	88.7	A	0.910595																															
33964_at	16	16	63.7	A	0.602006																															
33965_at	16	16	44.9	A	0.837065																															
33966_at	16	16	22.7	A	0.073830																															
33967_at	16	16	423.0	A	0.561639																															
33968_at	16	16	9.3	A	0.951005																															
33969_at	16	16	164.1	A	0.073830																															
33970_at	16	16	7.2	A	0.837065																															
33971_f_at	16	16	29.7	A	0.479380																															
33972_r_at	16	16	30.8	A	0.302547																															
33973_at	16	16	703.0	P	0.000322																															
33974_at	16	16	51.6	A	0.520620																															
33975_at	16	16	50.2	A	0.715253																															
33976_at	16	16	8.7	A	0.951005																															
33977_at	16	16	37.6	A	0.781017																															
33978_at	16	16	151.2	A	0.162935																															
33979_at	16	16	92.0	A	0.320830																															
33980_at	16	16	68.8	A	0.418069																															
33981_at	16	16	12.9	A	0.968664																															
33982_f_at	16	16	98.2	P	0.003585																															
33983_at	16	16	15.0	A	0.956032																															
33984_at	16	16	9356.9	P	0.000219																															
33985_s_at	16	16	294.9	A	0.107301																															
33986_r_at	16	16	336.3	P	0.001602																															
33987_at	16	16	3239.3	P	0.000266																															
33988_at	16	16	5055.4	P	0.000468																															
33989_f_at	16	16	2854.4	P	0.000322																															
33990_at	16	16	20.3	A	0.358690																															
33991_g_at	16	16	37.7	A	0.581931																															
33992_at	16	16	5.1	A	0.988553																															
33993_at	16	16	896.4	P	0.039365																															
33994_g_at	16	16	10515.7	P	0.000219																															
33995_at	16	16	34.7	A	0.968664																															
33996_at	16	16	17.3	A	0.715253																															
33997_at	16	16	122.5	P	0.004180																															
33998_at	16	16	65.9	A	0.098054																															
33999_f_at	16	16	17.3	A	0.697453																															
34000_r_at	16	16	11.2	A	0.418069																															
34001_at	16	16	104.0	P	0.013092																															
34002_at	16	16	90.0	A	0.302547																															
34003_at	16	16	3504.2	P	0.000388																															
34004_at	16	16	29.0	A	0.660442																															
34005_at	16	16	329.8	P	0.004863																															
34006_s_at	16	16	138.4	A	0.267463																															
34007_at	16	16	5.2	A	0.837065																															
34008_at	16	16	208.7	A	0.561639																															
34009_at	16	16	31.6	A	0.749276																															
34010_at	16	16	115.0	A	0.320830																															
34011_at	16	16	166.0	A	0.378184																															
34012_at	16	16	72.8	A	0.060419																															
34013_f_at	16	16	23.9	A	0.418069																															
34014_f_at	16	16	16.7	A	0.679170																															
34015_at	16	16	11.7	A	0.872355																															
34016_s_at	16	16	158.8	A	0.066865																															
34017_s_at	16	16	33.0	A	0.849473																															
34018_at	16	16	228.7	P	0.024711																															
34019_at	16	16	9.2	A	0.983000																															
34020_at	16	16	24.4	A	0.901946																															
34021_at	16	16	27.5	A	0.697453																															
34022_at	16	16	71.3	A	0.218983																															
34023_at	16	16	57.1	A	0.339558																															
34024_at	16	16	71.6	A	0.541184																															
34025_at	16	16	7.8	A	0.837065																															
34026_at	16	16	111.3	A	0.479380																															
34027_f_at	16	16	64.3	A	0.541184																															
34028_at	16	16	6.1	A	0.926170																															
34029_at	16	16	13.9	A	0.945530																															
34030_at	16	16	51.5	A	0.679170																															
34031_i_at	13	13	304.3	P	0.000737																															
34032_at	16	16	114.8	A	0.339558																															
34033_s_at	16	16	46.6	A	0.749276																															
34034_at	16	16	313.7	A	0.127645																															
34035_at	16	16	65.1	A	0.098054																															
34036_at	16	16	65.8	A	0.284747																															
34037_at	16	16	8.4	A	0.849473																															
34038_at	16	16	92.4	A	0.732537																															
34039_at	16	16	23.6	A	0.810313																															
34040_s_at	16	16	135.2	A	0.438361																															
34041_at	16	16	108.1	A	0.660442																															
34042_at	16	16	48.6	A	0.837065																															
34043_at	16	16	134.7	A	0.358690																															
34044_at	16	16	19.1	A	0.715285																															
34045_at	16	16	80.3	A	0.267463																															
34046_at	16	16	498.7	A	0.234557																															
34047_at	16	16	179.3	A	0.479380																															
34048_at	16	16	8.7	A	0.951005																															
34049_at	16	16	81.5	A	0.234557																															
34050_at	16	16	14.7	A	0.660442																															
34051_at	16	16	15.0	A	0.765443																															
34052_at	16	16	18.6	A	0.749276																															
34053_at	16	16	5.7	A	0.918663																															
34054_at	16	16	76.7	A	0.500000																															
34055_at	16	16	101.4	M	0.043968																															
34056_g_at	16	16	135.3	A	0.479380																															
34415_at	16	16	190.4	A	0.250724																															
34416_at	16	16	50.3	A	0.189687																															
34417_at	16	16	300.9	P	0.000562																															
34418_at	16	16	43.6	A	0.397994																															
34419_at	16	16	6.6	A	0.882840																															
34420_at	16	16	9.4	A	0.951005																															
34421_g_at	16	16	294.7	A	0.541184																															
34422_r_at	16	16	88.7	A	0.479380																															
34423_at	16	16	93.9	A	0.138765																															
34424_at	16	16	57.8	A	0.561639																															
34425_at	16	16	585.6	P	0.039365																															
34426_at	16	16	77.0	A	0.418069																															
34427_g_at	16	16	98.7	A	0.089405																															
34428_at	16	16	883.1	P	0.000219																															
34429_at	16	16	95.7	A	0.983000																															
34430_at	16	16	697.8	A	0.066865																															
34431_at	16	16	9.2	A	0.964837																															
34432_at	16	16	61.9	A	0.458816																															
34433_at	16	16	327.9	A	0.250724																															
34434_at	16	16	75.5	A	0.339558																															
34435_at	16	16	64.3	P	0.011447																															
34436_at	16	16	99.2	A	0.089405																															
34437_at	16	16	21.2	A	0.849473																															
34438_at	16	16	389.6	A	0.320830																															
34439_at	16	16	58.9	A	0.150527																															
34440_at	16	16	30.9	A	0.397994																															
34441_at	16	16	12.0	A	0.861235																															
34442_at	16	16	72.8	A	0.892699																															
34443_at	16	16	70.5	A	0.073830																															
34444_at	16	16	15.9	A	0.679170																															
34445_at	16	16	575.9	P	0.000468																															
34446_at	16	16	1740.6	P	0.002228																															
34447_at	16	16	112.4	A	0.641310																															
34448_s_at	16	16	22.4	A	0.975289																															
34449_at	16	16	83.5	A	0.127645																															
34450_at	16	16	6.0	A	0.339558																															
34451_at	16	16	25.8	A	0.479380																															
34452_at	16	16	1.5	A	0.992457																															
34453_at	16	16	157.4	A	0.204022																															
34454_r_at	16	16	483.9	A	0.561639																															
34455_at	16	16	54.8	A	0.541184																															
34456_s_at	16	16	8.6	A	0.882840																															
34457_at	16	16	972.7	P	0.008689																															
34458_at	16	16	23.6	A	0.781017																															
34459_at	16	16	902.4	P	0.003067																															
34460_at	16	16	484.7	P	0.014937																															
34461_at	16	16	26.5	A	0.218983																															
34462_at	16	16	94.8	A	0.837065																															
34463_at	16	16	738.2	A	0.127645																															
34464_at	16	16	25.4	A	0.892699																															
34465_at	16	16	18.2	A	0.520620																															
34466_at	16	16	105.2	A	0.561639																															
34467_g_at	16	16	333.2	P	0.024711																															
34468_at	16	16	32.7	A	0.972140																															
34469_at	16	16	533.9	P	0.039365																															
34470_at	16	16	34.5	A	0.320830																															
34471_at	16	16	23.5	A	0.872355																															
34472_at	16	16	393.1	P	0.000673																															
34473_at	16	16	25.1	A	0.933135																															
34474_at	16	16	185.6	A	0.302547																															
34475_at	16	16	401.6	P	0.014937																															
34476_r_at	16	16	11.0	A	0.581931																															
34477_at	16	16	314.3	P	0.001892																															
34478_at	16	16	195.0	P	0.014937																															
34479_at	16	16	152.6	A	0.117160																															
34480_at	16	16	94.1	A	0.458816																															
34481_at	16	16	172.8	A	0.458816																															
34482_at	16	16	27.0	A	0.479380																															
34483_at	16	16	33.4	A	0.781017																															
34484_at	16	16	246.2	P	0.004180																															
34485_r_at	16	16	356.6	A	0.910595																															
34486_at	16	16	25.7	A	0.872355																															
34487_at	16	16	20.2	A	0.983000																															
34488_i_at	14	14	58.7	A	0.963203																															
34489_f_at	14	14	196.2	A	0.462489																															
34490_f_at	14	14	17.7	A	0.877253																															
34491_at	16	16	100.0	A	0.267463																															
34492_at	16	16	52.6	A	0.621816																															
34493_at	16	16	92.2	A	0.418069																															
34494_at	16	16	68.4	A	0.660442																															
34495_r_at	16	16	432.6	A	0.081337																															
34496_at	16	16	45.3	A	0.697453																															
34497_at	16	16	8.8	A	0.749276																															
34498_at	16	16	38.4	A	0.458816																															
34499_at	16	16	55.1	A	0.901946																															
34500_at	16	16	41.4	A	0.697453																															
34501_at	16	16	18.3	A	0.964837																															
34502_g_at	16	16	423.6	A	0.339558																															
34503_at	16	16	163.2	A	0.795978																															
34504_at	16	16	54.0	A	0.479377																															
34505_at	16	16	682.3	M	0.048995																															
34506_at	16	16	685.9	A	0.117160																															
34507_s_at	16	16	164.0	A	0.479380																															
34508_r_at	16	16	1388.0	A	0.339558																															
34509_at	16	16	9.9	A	0.837065																															
34510_at	16	16	112.3	A	0.621816																															
34511_s_at	16	16	49.2	A	0.641310																															
34512_at	16	16	499.3	A	0.138765																															
34513_at	16	16	12.9	A	0.910595																															
34514_at	16	16	18.8	A	0.749276																															
34515_g_at	16	16	8.7	A	0.980713																															
34516_at	16	16	13.5	A	0.715253																															
34517_at	16	16	43.3	A	0.581931																															
34518_at	16	16	16.5	A	0.980696																															
34519_at	16	16	114.2	A	0.138765																															
34520_at	16	16	18.9	A	0.837065																															
34521_at	16	16	106.1	A	0.378184																															
34522_at	16	16	181.5	A	0.358690																															
34523_at	16	16	94.8	A	0.621816																															
34524_at	16	16	7.3	A	0.983000																															
34525_at	16	16	492.5	A	0.458816																															
34526_s_at	16	16	18.3	A	0.824011																															
34527_r_at	16	16	199.0	A	0.250724																															
34528_at	16	16	27.7	A	0.861235																															
34529_at	16	16	193.9	A	0.378184																															
34530_at	16	16	470.0	P	0.000562																															
34531_at	16	16	12.2	A	0.602006																															
34532_at	16	16	490.0	P	0.021866																															
34533_at	16	16	561.1	P	0.031336																															
34894_r_at	16	16	1757.5	A	0.204022																															
34895_at	16	16	193.7	P	0.003067																															
34896_at	16	16	56.4	M	0.048995																															
34897_at	16	16	257.3	A	0.397994																															
34898_at	16	16	18.1	A	0.602006																															
34899_at	16	16	78.4	M	0.054470																															
34900_at	16	16	35.1	A	0.621835																															
34901_at	16	16	342.8	A	0.060419																															
34902_at	16	16	379.7	M	0.043968																															
34903_at	16	16	240.4	P	0.014937																															
34904_at	16	16	119.1	A	0.479380																															
34905_at	16	16	628.3	A	0.150527																															
34906_g_at	16	16	2011.1	P	0.003067																															
34907_at	16	16	385.8	A	0.602006																															
34908_at	16	16	9.1	A	0.732537																															
34909_at	16	16	132.7	P	0.024711																															
34910_s_at	16	16	75.4	A	0.089405																															
34911_r_at	16	16	1.4	A	0.939581																															
34912_at	16	16	300.9	P	0.008689																															
34913_at	16	16	45.5	A	0.621816																															
34914_at	16	16	50.7	A	0.765443																															
34915_at	16	16	530.5	A	0.234557																															
34916_s_at	16	16	46.3	A	0.795978																															
34917_at	16	16	67.3	A	0.561639																															
34918_at	16	16	251.8	A	0.358690																															
34919_at	16	16	92.8	A	0.749276																															
34920_at	16	16	30.1	A	0.715253																															
34921_at	16	16	507.8	P	0.011447																															
34922_at	16	16	624.8	P	0.001141																															
34923_at	16	16	42.9	A	0.945530																															
34924_at	16	16	98.2	A	0.204022																															
34925_at	16	16	286.7	P	0.011447																															
34926_at	16	16	198.0	A	0.438361																															
34927_at	16	16	13.7	A	0.810313																															
34928_at	16	16	87.5	A	0.660442																															
34929_at	16	16	33.0	A	0.795978																															
34930_at	16	16	17.1	A	0.697453																															
34931_at	16	16	443.1	P	0.000266																															
34932_at	16	16	66.0	A	0.541184																															
34933_at	16	16	183.3	A	0.098054																															
34934_at	16	16	171.3	A	0.204022																															
34935_at	16	16	194.4	P	0.021866																															
34936_at	16	16	59.3	A	0.267463																															
34937_at	16	16	3.8	A	0.999041																															
34938_i_at	13	13	32.4	A	0.988435																															
34939_r_at	16	16	5.7	A	0.960635																															
34940_at	16	16	33.2	A	0.250724																															
34941_at	16	16	8.9	A	0.781017																															
34942_at	16	16	50.3	A	0.162935																															
34943_at	16	16	19.5	A	0.621816																															
34944_at	16	16	43.1	A	0.679170																															
34945_at	16	16	44.9	A	0.284747																															
34946_at	16	16	4.3	A	0.849473																															
34947_at	16	16	87.9	A	0.358690																															
34948_at	16	16	50.5	A	0.781017																															
34949_at	16	16	589.0	A	0.267463																															
34950_at	16	16	61.5	A	0.218983																															
34951_at	16	16	41.8	A	0.284747																															
34952_at	16	16	116.3	P	0.039365																															
34953_i_at	15	15	32.1	A	0.846688																															
34954_r_at	16	16	14.7	A	0.438361																															
34955_at	16	16	24.5	A	0.358690																															
34956_at	16	16	118.6	A	0.378184																															
34957_at	16	16	628.5	P	0.001354																															
34958_at	16	16	2.6	A	0.978134																															
34959_at	16	16	71.2	A	0.621816																															
34960_g_at	16	16	79.5	A	0.715253																															
34961_at	16	16	39.7	A	0.302547																															
34962_at	16	16	89.9	M	0.048995																															
34963_at	16	16	357.4	A	0.218983																															
34964_at	16	16	47.2	A	0.679170																															
34965_at	16	16	231.7	A	0.060419																															
34966_at	16	16	56.6	A	0.081337																															
34967_at	16	16	168.2	P	0.003067																															
34968_at	16	16	25.3	A	0.765443																															
34969_s_at	16	16	322.3	P	0.009985																															
34970_r_at	16	16	1119.4	P	0.005643																															
34971_at	16	16	176.1	P	0.039365																															
34972_s_at	16	16	78.0	A	0.320830																															
34973_at	16	16	72.0	P	0.035163																															
34974_at	16	16	52.2	A	0.479380																															
34975_at	16	16	50.7	A	0.234557																															
34976_at	16	16	6156.3	P	0.000219																															
34977_at	16	16	42.5	A	0.302547																															
34978_g_at	16	16	183.5	A	0.250724																															
34979_at	16	16	28.2	A	0.541191																															
34980_at	16	16	61.9	A	0.127645																															
34981_at	16	16	476.3	P	0.000219																															
34982_at	16	16	13.2	A	0.732537																															
34983_at	16	16	161.6	A	0.302547																															
34984_at	16	16	3.7	A	0.980696																															
34985_at	16	16	507.9	P	0.005643																															
34986_at	16	16	61.3	A	0.089405																															
34987_s_at	16	16	925.7	P	0.000219																															
34988_at	16	16	146.0	A	0.218983																															
34989_at	16	16	64.2	A	0.250724																															
34990_at	16	16	82.7	A	0.107301																															
34991_at	16	16	67.2	A	0.302547																															
34992_g_at	16	16	42.2	A	0.541184																															
34993_at	16	16	787.6	A	0.098054																															
34994_at	16	16	92.7	P	0.000562																															
34995_at	16	16	385.5	P	0.000959																															
34996_at	16	16	40.2	A	0.732537																															
34997_r_at	16	16	45.1	A	0.320830																															
34998_at	16	16	316.0	P	0.009985																															
34999_at	16	16	163.2	A	0.175989																															
35000_at	16	16	16.5	A	0.939581																															
35001_at	16	16	231.1	A	0.117160																															
35002_g_at	16	16	86.9	A	0.234557																															
35003_at	16	16	86.3	A	0.189687																															
35004_at	16	16	252.8	A	0.127645																															
35005_at	16	16	202.8	P	0.017001																															
35006_at	16	16	3.1	A	0.697453																															
35007_at	16	16	17.0	A	0.581931																															
35008_at	16	16	81.6	P	0.031336																															
35009_at	16	16	44.0	A	0.204022																															
35010_at	16	16	172.7	P	0.019304																															
35011_at	16	16	28.9	A	0.520620																															
35012_at	16	16	92.8	P	0.017001																															
35013_at	16	16	513.5	A	0.066865																															
35374_at	16	16	147.5	A	0.520620																															
35375_at	16	16	102.3	A	0.621816																															
35376_f_at	16	16	4.0	A	0.933135																															
35377_at	16	16	207.2	A	0.234557																															
35378_at	16	16	323.0	A	0.479380																															
35379_at	16	16	585.8	A	0.397994																															
35380_at	16	16	17.5	A	0.561639																															
35381_at	16	16	758.4	A	0.602006																															
35382_at	16	16	692.6	P	0.035163																															
35383_at	16	16	70.0	A	0.837065																															
