Human N 0106
Probe Array Lot: 1004872
Operator Name: JB
Sample Type: Human Normal
Sample Description: exp.  3/17/02
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:82, Count:32
Corner- Avg:7913, Count:32
BF= Alpha1=0.04 Alpha2=0.06 Tau=0.015 Gamma1H=0.0025 Gamma1L=0.0025 Gamma2H=0.003 Gamma2L=0.003 Perturbation=1.1 TGT=500 NF=1.000000 SF=5.707668 SFGene=All 
Background=Avg:54.31,Stdev:0.88,Max:56.8,Min:52.0 Noise=Avg:2.17,Stdev:0.10,Max:2.5,Min:2.0 RawQ=1.96 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
32434_at	16	16	762.9	P	0.000219																															
32435_at	16	16	10370.8	P	0.000219																															
32436_at	16	16	9797.8	P	0.000219																															
32437_at	16	16	8798.2	P	0.000219																															
32438_at	16	16	22660.9	P	0.000219																															
32439_at	16	16	77.8	A	0.175989																															
32440_at	16	16	7787.7	P	0.000266																															
32441_at	16	16	13.2	A	0.765443																															
32442_at	16	16	15.7	A	0.715253																															
32443_at	16	16	159.2	P	0.001892																															
32444_at	16	16	3680.3	P	0.000388																															
32445_at	16	16	144.1	M	0.048995																															
32446_at	16	16	12.2	A	0.824011																															
32447_at	16	16	130.1	A	0.520620																															
32448_at	16	16	34.1	A	0.918663																															
32449_at	16	16	17.8	A	0.910595																															
32450_at	16	16	302.7	P	0.021866																															
32451_at	16	16	9.2	A	0.972140																															
32452_at	16	16	167.6	A	0.479380																															
32453_at	16	16	24.2	A	0.918663																															
32454_at	16	16	33.0	A	0.715253																															
32455_s_at	16	16	47.0	A	0.458816																															
32456_s_at	16	16	66.8	A	0.500000																															
32457_f_at	16	16	34.2	A	0.910595																															
32458_f_at	16	16	62.4	A	0.872355																															
32459_at	16	16	46.2	A	0.991311																															
32460_at	16	16	204.0	A	0.204022																															
32461_f_at	16	16	28.9	A	0.520620																															
32462_s_at	16	16	21.8	A	0.732537																															
32463_at	16	16	49.0	A	0.972140																															
32464_at	16	16	46.9	A	0.581931																															
32465_at	16	16	96.4	A	0.378184																															
32466_at	16	16	25126.2	P	0.000219																															
32467_at	16	16	123.9	A	0.320830																															
32468_f_at	16	16	251.5	A	0.581931																															
32469_at	16	16	10.6	A	0.479380																															
32470_at	16	16	7.1	A	0.960635																															
32471_at	16	16	5.5	A	0.972140																															
32472_at	16	16	27.3	A	0.697453																															
32473_at	16	16	30.8	A	0.732537																															
32474_at	16	16	375.2	P	0.035163																															
32475_at	16	16	78.0	M	0.054470																															
32476_at	16	16	7.2	A	0.849473																															
32477_at	16	16	29.3	A	0.541184																															
32478_f_at	16	16	189.5	P	0.000266																															
32479_at	16	16	17.5	A	0.810313																															
32480_at	16	16	32.3	A	0.810313																															
32481_at	16	16	25.7	A	0.781017																															
32482_at	16	16	185.9	A	0.378184																															
32483_at	16	16	65.3	A	0.641310																															
32484_at	16	16	139.3	A	0.138765																															
32485_at	16	16	29795.0	P	0.000219																															
32486_at	16	16	165.6	P	0.009985																															
32487_s_at	16	16	6062.6	P	0.000959																															
32488_at	16	16	1679.1	P	0.000266																															
32489_at	16	16	6.2	A	0.926170																															
32490_at	16	16	87.9	A	0.418069																															
32491_at	16	16	10.6	A	0.849473																															
32492_g_at	16	16	153.3	A	0.117160																															
32493_at	16	16	179.2	A	0.127645																															
32494_at	16	16	18.3	A	0.985063																															
32495_at	16	16	47.5	A	0.679170																															
32496_at	16	16	179.5	A	0.162935																															
32497_s_at	16	16	288.4	A	0.378184																															
32498_at	16	16	1025.8	A	0.267463																															
32499_at	16	16	54.8	A	0.810313																															
32500_at	16	16	7.7	A	0.660442																															
32501_at	16	16	44.4	A	0.679170																															
32981_at	16	16	24.5	A	0.990015																															
32982_at	16	16	2.8	A	0.910595																															
32983_at	16	16	58.2	A	0.660442																															
32984_s_at	16	16	78.3	A	0.561639																															
32985_at	16	16	5.4	A	0.581931																															
32986_s_at	16	16	45.8	A	0.679170																															
32987_at	16	16	21.8	A	0.602006																															
32988_at	16	16	137.6	A	0.520620																															
32989_at	16	16	18.3	A	0.960635																															
32990_at	16	16	314.5	A	0.066865																															
32991_f_at	16	16	173.6	A	0.378184																															
32992_at	16	16	15.1	A	0.837065																															
32993_s_at	16	16	46.9	A	0.999195																															
32994_at	16	16	78.8	A	0.378184																															
32995_at	16	16	85.3	A	0.138765																															
32996_g_at	16	16	306.3	A	0.397994																															
32997_at	16	16	29.0	A	0.500000																															
32998_at	16	16	329.3	A	0.081337																															
32999_at	16	16	11.5	A	0.824011																															
33000_at	16	16	5.4	A	0.945530																															
33001_s_at	16	16	78.4	A	0.438361																															
33002_at	16	16	329.9	A	0.117160																															
33003_at	16	16	9.9	A	0.901946																															
33004_g_at	16	16	42.3	A	0.660442																															
33005_at	16	16	18.7	A	0.458816																															
33006_at	16	16	64.2	A	0.520620																															
33007_at	16	16	38.7	A	0.458816																															
33008_at	16	16	8.9	A	0.479380																															
33009_at	16	16	11.2	A	0.749276																															
33010_at	16	16	49.9	A	0.358690																															
33011_at	16	16	315.4	P	0.027860																															
33012_at	16	16	10.5	A	0.795978																															
33013_at	16	16	67.9	A	0.302547																															
33014_at	16	16	184.5	P	0.031336																															
33015_at	16	16	48.6	A	0.397994																															
33016_at	16	16	775.0	M	0.048995																															
33017_at	16	16	50.8	M	0.043968																															
33018_at	16	16	18.5	A	0.561639																															
33019_at	16	16	181.8	P	0.006532																															
33020_at	16	16	407.5	A	0.175989																															
33021_at	16	16	15.9	A	0.765443																															
33022_at	16	16	27.4	A	0.882840																															
33023_at	16	16	5.0	A	0.926170																															
33024_at	16	16	129.8	A	0.107301																															
33025_at	16	16	39.8	A	0.972140																															
33026_at	16	16	58.6	A	0.418069																															
33027_at	16	16	578.9	A	0.060419																															
33028_at	16	16	57.6	A	0.458816																															
33029_at	16	16	81.4	A	0.267463																															
33030_at	16	16	56.4	A	0.602006																															
33031_at	16	16	94.5	A	0.267463																															
33032_r_at	16	16	10.8	A	0.641310																															
33033_at	16	16	80.1	A	0.458816																															
33034_at	16	16	469.3	A	0.089405																															
33035_at	16	16	248.7	M	0.043968																															
33036_at	16	16	1.9	A	0.951005																															
33037_at	16	16	278.5	M	0.043968																															
33038_at	16	16	11.6	A	0.892699																															
33039_at	16	16	4.6	A	0.901946																															
33040_at	16	16	10.5	A	0.901946																															
33041_at	16	16	18.8	A	0.641310																															
33042_r_at	16	16	32.3	A	0.150527																															
33043_at	16	16	31.0	A	0.837065																															
33044_f_at	16	16	18.3	A	0.872355																															
33045_r_at	16	16	53.6	A	0.824011																															
33046_f_at	16	16	17.9	A	0.926170																															
33047_at	16	16	47.0	A	0.218983																															
33048_at	16	16	64.6	A	0.697453																															
33049_at	16	16	53.4	A	0.500000																															
33050_at	16	16	25.6	A	0.697453																															
33051_at	16	16	17.4	A	0.621816																															
33052_at	16	16	15.9	A	0.975289																															
33053_at	16	16	14.8	A	0.939581																															
33054_at	16	16	101.0	A	0.660442																															
33055_at	16	16	13.3	A	0.795978																															
33056_at	16	16	13.8	A	0.837065																															
33057_g_at	16	16	123.0	P	0.000673																															
33058_at	16	16	55.7	A	0.837065																															
33059_at	16	16	19.3	A	0.458816																															
33060_g_at	16	16	24.2	A	0.641310																															
33061_at	16	16	30.8	A	0.602006																															
33062_at	16	16	28.4	A	0.397994																															
33063_at	16	16	58.8	A	0.107301																															
33064_at	16	16	50.1	A	0.926170																															
33065_at	16	16	40.2	A	0.810313																															
33066_at	16	16	86.8	A	0.267463																															
33067_at	16	16	26.5	A	0.765443																															
33068_f_at	16	16	114.2	P	0.039365																															
33069_f_at	16	16	65.5	A	0.320830																															
33070_at	16	16	32.6	A	0.918663																															
33071_at	16	16	105.1	A	0.234557																															
33072_at	16	16	388.2	A	0.089405																															
33073_at	16	16	11.2	A	0.749276																															
33074_g_at	16	16	3.1	A	0.956032																															
33075_at	16	16	67.8	A	0.117160																															
33076_at	16	16	5.9	A	0.849473																															
33077_at	16	16	22.8	A	0.697453																															
33078_at	16	16	43.1	A	0.945530																															
33079_at	16	16	34.2	A	0.479380																															
33080_s_at	16	16	608.3	P	0.039365																															
33081_at	16	16	91.7	A	0.397994																															
33082_at	16	16	154.9	A	0.218983																															
33083_at	16	16	24.7	A	0.621816																															
33084_at	16	16	17.7	A	0.918663																															
33085_at	16	16	486.4	A	0.218983																															
33086_at	16	16	49.0	A	0.732537																															
33087_s_at	16	16	26.0	A	0.918663																															
33088_at	16	16	6.0	A	0.999612																															
33089_s_at	16	16	59.2	A	0.320830																															
33090_at	16	16	477.3	A	0.302547																															
33091_at	16	16	256.9	A	0.127645																															
33092_at	16	16	158.4	P	0.017001																															
33093_at	16	16	23.4	A	0.824011																															
33094_s_at	16	16	30.0	A	0.500000																															
33095_i_at	15	15	6.5	A	0.930122																															
33096_r_at	16	16	358.5	A	0.438361																															
33097_at	16	16	50.0	A	0.837065																															
33098_at	16	16	32.1	A	0.162935																															
33099_at	16	16	104.8	A	0.284747																															
33100_at	16	16	12.4	A	0.660442																															
33578_at	16	16	40.1	A	0.749276																															
33579_i_at	13	13	187.9	A	0.596617																															
33580_r_at	16	16	210.5	A	0.602006																															
33581_at	16	16	419.6	A	0.175989																															
33582_s_at	16	16	73.5	A	0.204022																															
33583_r_at	16	16	510.7	A	0.234557																															
33584_at	16	16	57.4	A	0.204022																															
33585_at	16	16	4.7	A	0.901946																															
33586_at	16	16	79.9	A	0.189687																															
33587_f_at	16	16	394.7	A	0.397994																															
33588_at	16	16	7.4	A	0.621816																															
33589_at	16	16	246.4	A	0.602006																															
33590_at	16	16	2.8	A	0.697453																															
33591_at	16	16	6.5	A	0.972140																															
33592_at	16	16	17.6	A	0.824011																															
33593_at	16	16	43.4	A	0.378184																															
33594_at	16	16	126.4	A	0.066865																															
33595_r_at	16	16	15.5	A	0.697453																															
33596_at	16	16	3.9	A	0.892737																															
33597_at	16	16	134.6	A	0.107301																															
33598_r_at	16	16	3.5	A	0.795978																															
33599_at	16	16	18.3	A	0.581931																															
33600_at	16	16	23.7	A	0.951005																															
33601_at	16	16	112.1	M	0.043968																															
33602_at	16	16	368.6	A	0.138765																															
33603_at	16	16	33.5	A	0.732537																															
33604_at	16	16	47.3	A	0.602006																															
33605_at	16	16	22.5	A	0.918663																															
33606_g_at	16	16	22.8	A	0.849473																															
33607_at	16	16	126.4	A	0.066865																															
33608_at	16	16	30.9	A	0.849473																															
33609_at	16	16	49.0	A	0.749276																															
33610_at	16	16	18.6	A	0.960635																															
33611_g_at	16	16	20.7	A	0.602006																															
33612_at	16	16	4.9	A	0.660442																															
33613_at	16	16	156.8	A	0.438361																															
33614_at	16	16	4966.4	P	0.000219																															
33615_at	16	16	6.8	A	0.964837																															
33616_at	16	16	91.5	A	0.458816																															
33617_s_at	16	16	69.1	A	0.933135																															
33618_at	16	16	50.1	A	0.621816																															
33619_at	16	16	6957.5	P	0.000219																															
33620_at	16	16	109.5	A	0.581931																															
33621_at	16	16	110.6	A	0.150527																															
33622_at	16	16	385.8	A	0.284747																															
33623_g_at	16	16	251.6	A	0.397994																															
33624_at	16	16	23.3	A	0.861235																															
33625_g_at	16	16	29.5	A	0.810313																															
33626_at	16	16	31.8	A	0.765443																															
33627_at	16	16	82.3	A	0.541184																															
33628_g_at	16	16	46.2	A	0.933135																															
33629_at	16	16	118.5	A	0.621816																															
33630_s_at	16	16	30.7	A	0.765443																															
33631_at	16	16	137.4	M	0.048995																															
33632_g_at	16	16	926.2	P	0.001141																															
33633_at	16	16	29.2	A	0.697453																															
33634_at	16	16	136.1	P	0.019304																															
33635_at	16	16	68.5	A	0.098054																															
33636_at	16	16	80.5	A	0.641310																															
33637_g_at	16	16	268.8	A	0.117160																															
33638_at	16	16	22.6	A	0.861235																															
33639_g_at	16	16	22.9	A	0.660442																															
33640_at	16	16	559.9	A	0.066865																															
33641_g_at	16	16	21.2	A	0.781017																															
33642_s_at	16	16	315.3	A	0.117160																															
33643_at	16	16	16.9	A	0.715253																															
33644_at	16	16	18.0	A	0.621816																															
33645_at	16	16	33.4	A	0.660442																															
33646_g_at	16	16	266.2	P	0.000562																															
33647_s_at	16	16	1656.4	P	0.003580																															
33648_at	16	16	555.8	A	0.073830																															
33649_at	16	16	36.2	A	0.581931																															
33650_at	16	16	79.6	A	0.107301																															
33651_at	16	16	589.9	A	0.358690																															
33652_at	16	16	112.7	A	0.098054																															
33653_at	16	16	8.0	A	0.660442																															
33654_at	16	16	16.1	A	0.824011																															
33655_f_at	16	16	29.5	A	0.302547																															
33656_at	16	16	7412.0	P	0.000219																															
33657_at	16	16	8651.3	P	0.000219																															
33658_at	16	16	26.4	A	0.541184																															
33659_at	16	16	4273.2	P	0.001141																															
33660_at	16	16	8146.3	P	0.000219																															
33661_at	16	16	83.7	P	0.031336																															
33662_at	16	16	19.0	A	0.458816																															
33663_at	16	16	6.2	A	0.992457																															
33664_g_at	16	16	6.9	A	0.960635																															
33665_s_at	16	16	60.3	A	0.175989																															
33666_at	16	16	1035.7	P	0.000219																															
33667_at	16	16	9263.5	P	0.000219																															
33668_at	16	16	3612.3	P	0.000219																															
33669_at	16	16	13.8	A	0.882879																															
33670_at	16	16	356.0	A	0.218983																															
33671_f_at	16	16	13.9	A	0.715253																															
33672_f_at	16	16	34.1	A	0.520620																															
33673_r_at	16	16	15.2	A	0.697453																															
33674_at	16	16	6814.3	P	0.000219																															
33675_at	16	16	89.1	A	0.397977																															
33676_at	16	16	11888.2	P	0.000219																															
33677_at	16	16	10030.0	P	0.000219																															
33678_i_at	13	13	5074.1	P	0.000737																															
33679_f_at	16	16	3989.3	P	0.000388																															
33680_f_at	16	16	7.2	A	0.765443																															
33681_at	16	16	50.0	A	0.138765																															
33682_at	16	16	71.7	A	0.107301																															
33683_at	16	16	783.4	P	0.000219																															
33684_at	16	16	216.5	A	0.267463																															
33685_at	16	16	978.3	A	0.302547																															
33686_at	16	16	27.6	A	0.715253																															
33687_at	16	16	106.4	P	0.000673																															
33688_at	16	16	28.9	A	0.849473																															
33689_s_at	16	16	1048.6	P	0.002228																															
33690_at	16	16	396.4	P	0.007543																															
33691_at	16	16	18.0	A	0.972140																															
33692_at	16	16	34.0	A	0.945530																															
33693_at	16	16	27.9	A	0.679170																															
33694_at	16	16	259.8	A	0.189687																															
33695_at	16	16	99.6	A	0.458816																															
33696_at	16	16	62.8	A	0.458816																															
33697_at	16	16	292.3	A	0.127645																															
34057_at	16	16	65.2	A	0.378184																															
34058_at	16	16	147.9	A	0.081337																															
34059_at	16	16	53.8	A	0.284747																															
34060_g_at	16	16	275.3	A	0.267463																															
34061_at	16	16	23.7	A	0.951005																															
34062_at	16	16	103.1	A	0.458816																															
34063_at	16	16	100.9	A	0.127645																															
34064_s_at	16	16	126.0	A	0.901946																															
34065_at	16	16	11.6	A	0.926170																															
34066_at	16	16	874.0	A	0.081337																															
34067_at	16	16	573.9	A	0.250724																															
34068_f_at	16	16	22.9	A	0.715253																															
34069_s_at	16	16	345.5	P	0.039365																															
34070_s_at	16	16	32.5	A	0.918663																															
34071_at	16	16	55.6	A	0.872355																															
34072_s_at	16	16	33.4	A	0.824011																															
34073_s_at	16	16	30.2	A	0.837065																															
34074_s_at	16	16	62.1	A	0.150527																															
34075_at	16	16	37.3	A	0.520620																															
34076_at	16	16	8.6	A	0.999532																															
34077_at	16	16	69.6	A	0.378184																															
34078_s_at	16	16	981.3	A	0.267463																															
34079_at	16	16	96.9	A	0.641310																															
34080_at	16	16	33.6	A	0.960635																															
34081_at	16	16	35.1	A	0.715253																															
34082_at	16	16	53.6	A	0.660442																															
34083_at	16	16	66.0	A	0.621816																															
34084_at	16	16	7.7	A	0.901946																															
34085_at	16	16	13499.3	P	0.000219																															
34086_at	16	16	218.0	A	0.641310																															
34087_at	16	16	7.7	A	0.679170																															
34088_at	16	16	91.1	A	0.438361																															
34089_at	16	16	2413.9	P	0.003585																															
34090_at	16	16	107.4	A	0.621816																															
34091_s_at	16	16	15661.3	P	0.000219																															
34092_at	16	16	92.8	A	0.926170																															
34093_at	16	16	357.5	A	0.089405																															
34094_i_at	13	13	159.4	A	0.253373																															
34095_f_at	16	16	57.2	A	0.581931																															
34096_at	16	16	3.2	A	0.960635																															
34097_at	16	16	26.5	A	0.339558																															
34098_f_at	16	16	18.6	A	0.945530																															
34099_f_at	16	16	235.0	P	0.006524																															
34100_at	16	16	10.5	A	0.861235																															
34101_at	16	16	63.6	A	0.621816																															
34102_at	16	16	35.9	A	0.500000																															
34103_at	16	16	3.0	A	0.939581																															
34104_i_at	13	13	627.0	A	0.098025																															
34105_f_at	16	16	42.4	A	0.621816																															
34106_at	16	16	106.4	A	0.358690																															
34107_at	16	16	82.1	A	0.189687																															
34108_g_at	16	16	285.2	P	0.003067																															
34109_at	16	16	33.1	A	0.872355																															
34110_g_at	16	16	145.9	A	0.679170																															
34111_s_at	16	16	4.3	A	0.910595																															
34112_r_at	16	16	133.9	M	0.054470																															
34113_at	16	16	2.4	A	0.998646																															
34114_at	16	16	30.3	A	0.397994																															
34115_at	16	16	8.6	A	0.926204																															
34116_at	16	16	15.1	A	0.939581																															
34117_at	16	16	71.3	A	0.060388																															
34118_at	16	16	26.0	A	0.641310																															
34119_at	16	16	15.4	A	0.872355																															
34120_r_at	16	16	2.2	A	0.749276																															
34121_at	16	16	54.8	A	0.397994																															
34122_at	16	16	97.9	A	0.956032																															
34123_at	16	16	2.1	A	0.956032																															
34124_at	16	16	9.6	A	0.975289																															
34125_at	16	16	16.7	A	0.882840																															
34126_at	16	16	13.9	A	0.980696																															
34127_at	16	16	52.8	A	0.458816																															
34128_at	16	16	229.0	A	0.358690																															
34129_at	16	16	68.3	A	0.107301																															
34130_at	16	16	123.2	A	0.418069																															
34131_at	16	16	249.0	A	0.175989																															
34132_at	16	16	18.4	A	0.933135																															
34133_at	16	16	58.9	A	0.302547																															
34134_at	16	16	22.3	A	0.968664																															
34135_at	16	16	38.3	A	0.418069																															
34136_s_at	16	16	12.4	A	0.956032																															
34137_at	16	16	18.8	A	0.824011																															
34138_at	16	16	107.7	A	0.204022																															
34139_at	16	16	282.6	A	0.320830																															
34140_at	16	16	56.3	A	0.397994																															
34141_at	16	16	39.9	A	0.418069																															
34142_at	16	16	2.1	A	0.964837																															
34143_at	16	16	19.9	A	0.679170																															
34144_at	16	16	11.7	A	0.872394																															
34145_at	16	16	100.8	A	0.218983																															
34146_at	16	16	265.6	A	0.479380																															
34147_g_at	16	16	457.0	P	0.031336																															
34148_at	16	16	104.0	A	0.204022																															
34149_at	16	16	198.9	A	0.107301																															
34150_at	16	16	169.4	P	0.019304																															
34151_at	16	16	673.4	A	0.378184																															
34152_at	16	16	14.3	A	0.933135																															
34153_at	16	16	27.5	A	0.810313																															
34154_at	16	16	116.0	A	0.732537																															
34155_s_at	16	16	31.2	A	0.795978																															
34156_i_at	14	14	17.4	A	0.783687																															
34157_f_at	16	16	588.0	A	0.234557																															
34158_s_at	16	16	79.2	P	0.035163																															
34159_at	16	16	59.9	A	0.218983																															
34160_at	16	16	4857.0	P	0.000219																															
34161_at	16	16	532.6	M	0.048995																															
34162_at	16	16	1857.3	P	0.000219																															
34163_g_at	16	16	249.1	P	0.000468																															
34164_at	16	16	130.5	A	0.081337																															
34165_at	16	16	230.6	A	0.358690																															
34166_at	16	16	1122.9	P	0.009985																															
34167_s_at	16	16	374.3	A	0.117160																															
34168_at	16	16	13.0	A	0.660442																															
34169_s_at	16	16	186.1	P	0.000266																															
34170_s_at	16	16	86.3	M	0.054470																															
34171_at	16	16	46.9	A	0.641310																															
34172_s_at	16	16	346.7	P	0.001602																															
34173_s_at	16	16	44.8	P	0.009985																															
34174_s_at	16	16	220.9	A	0.098054																															
34175_r_at	16	16	73.3	A	0.060419																															
34534_at	16	16	82.2	A	0.127645																															
34535_at	16	16	24.2	A	0.660442																															
34536_g_at	16	16	22.3	A	0.602006																															
34537_at	16	16	69.1	A	0.660442																															
34538_at	16	16	38.7	A	0.378184																															
34539_at	16	16	214.0	P	0.001602																															
34540_at	16	16	4.1	A	0.810313																															
34541_at	16	16	127.7	A	0.749276																															
34542_at	16	16	108.2	A	0.138765																															
34543_at	16	16	21.1	A	0.910595																															
34544_at	16	16	165.7	M	0.054470																															
34545_at	16	16	27.7	A	0.602006																															
34546_at	16	16	85.4	A	0.189687																															
34547_at	16	16	27.5	A	0.781017																															
34548_at	16	16	15.8	A	0.810313																															
34549_g_at	16	16	72.0	A	0.765443																															
34550_at	16	16	54.2	A	0.089405																															
34551_at	16	16	13.8	A	0.824011																															
34552_at	16	16	64.4	A	0.561639																															
34553_at	16	16	16.2	A	0.621816																															
34554_at	16	16	55.2	A	0.520620																															
34555_at	16	16	106.1	A	0.660442																															
34556_at	16	16	197.7	A	0.378184																															
34557_at	16	16	44.9	A	0.810313																															
34558_at	16	16	268.8	A	0.189687																															
34559_at	16	16	74.0	A	0.218983																															
34560_at	16	16	87.1	A	0.089405																															
34561_at	16	16	85.0	A	0.250724																															
34562_at	16	16	38.1	A	0.234557																															
34563_at	16	16	25.3	A	0.397994																															
34564_at	16	16	3.4	A	0.926170																															
34565_at	16	16	8.7	A	0.715253																															
34566_at	16	16	28.6	A	0.732537																															
34567_at	16	16	20.1	A	0.765443																															
34568_at	16	16	141.0	A	0.089405																															
34569_at	16	16	15.6	A	0.697453																															
34570_at	16	16	7563.4	P	0.000219																															
34571_at	16	16	70.8	A	0.098054																															
34572_at	16	16	150.5	A	0.175989																															
34573_at	16	16	697.8	P	0.011447																															
34574_at	16	16	82.3	A	0.127645																															
34575_f_at	16	16	43.5	A	0.098054																															
34576_at	16	16	64.5	A	0.218983																															
34577_at	16	16	235.2	P	0.021866																															
34578_at	16	16	1767.0	P	0.000266																															
34579_r_at	16	16	12.9	A	0.715253																															
34580_at	16	16	16.4	A	0.926170																															
34581_s_at	16	16	57.8	A	0.320830																															
34582_at	16	16	14.0	A	0.926170																															
34583_at	16	16	64.5	A	0.520620																															
34584_at	16	16	84.5	P	0.007543																															
34585_at	16	16	15.5	A	0.824011																															
34586_s_at	16	16	385.0	A	0.162935																															
34587_at	16	16	12.4	A	0.561639																															
34588_i_at	13	13	56.0	A	0.324822																															
34589_f_at	16	16	131.6	A	0.418069																															
34590_at	16	16	34.0	A	0.749276																															
34591_at	16	16	90.5	A	0.732572																															
34592_at	16	16	11726.2	P	0.000219																															
34593_g_at	16	16	11700.7	P	0.000219																															
34594_at	16	16	47.5	A	0.500000																															
34595_at	16	16	71.4	A	0.358690																															
34596_at	16	16	94.8	A	0.250724																															
34597_at	16	16	53.4	A	0.500000																															
34598_at	16	16	57.6	A	0.250724																															
34599_at	16	16	53.7	A	0.732537																															
34600_s_at	16	16	344.3	P	0.006532																															
34601_at	16	16	76.7	A	0.098054																															
34602_at	16	16	184.7	A	0.267463																															
34603_at	16	16	15.2	A	0.500000																															
34604_at	16	16	82.1	A	0.204022																															
34605_at	16	16	25.5	A	0.500000																															
34606_s_at	16	16	178.2	A	0.320830																															
34607_at	16	16	143.6	A	0.250724																															
34608_at	16	16	13837.1	P	0.000219																															
34609_g_at	16	16	3475.5	P	0.000219																															
34610_at	16	16	71.9	P	0.014937																															
34611_at	16	16	60.3	A	0.234557																															
34612_at	16	16	20.5	A	0.715253																															
34613_at	16	16	110.3	A	0.458816																															
34614_at	16	16	8.0	A	0.901983																															
34615_at	16	16	55.3	A	0.358690																															
34616_at	16	16	27.4	A	0.418069																															
34617_at	16	16	8.2	A	0.765443																															
34618_at	16	16	60.8	A	0.602006																															
34619_at	16	16	266.6	P	0.004180																															
34620_at	16	16	49.2	A	0.882840																															
34621_at	16	16	181.6	P	0.019304																															
34622_at	16	16	70.2	A	0.520620																															
34623_at	16	16	24.4	A	0.732537																															
34624_at	16	16	15.0	A	0.918663																															
34625_at	16	16	19.4	A	0.679170																															
34626_at	16	16	59.1	A	0.849473																															
34627_at	16	16	145.6	A	0.602006																															
34628_at	16	16	4.5	A	0.964837																															
34629_at	16	16	78.9	A	0.641310																															
34630_s_at	16	16	34.6	A	0.320830																															
34631_at	16	16	42.1	M	0.043968																															
34632_r_at	16	16	21.7	A	0.824011																															
34633_s_at	16	16	9.8	A	0.872355																															
34634_s_at	16	16	311.8	P	0.039365																															
34635_at	16	16	23.4	A	0.901946																															
34636_at	16	16	240.3	A	0.302547																															
34637_f_at	16	16	630.2	P	0.011447																															
34638_r_at	16	16	83.6	A	0.081337																															
34639_at	16	16	79.9	A	0.641310																															
34640_at	16	16	88.5	A	0.060419																															
34641_at	16	16	102.0	A	0.073830																															
34642_at	16	16	2180.7	P	0.000266																															
34643_at	16	16	13280.1	P	0.000219																															
34644_at	16	16	8870.5	P	0.000219																															
34645_at	16	16	7349.8	P	0.000219																															
34646_at	16	16	2352.8	P	0.000468																															
34647_at	16	16	2863.9	P	0.000468																															
34648_at	16	16	768.1	P	0.000673																															
34649_at	16	16	214.9	P	0.005643																															
34650_at	16	16	626.9	P	0.002228																															
34651_at	16	16	689.8	P	0.039365																															
34652_at	16	16	85.0	A	0.621816																															
34653_at	16	16	141.1	A	0.458816																															
35014_at	16	16	30.0	A	0.660442																															
35015_at	16	16	38.9	A	0.561639																															
35016_at	16	16	1390.8	P	0.000388																															
35017_f_at	16	16	1407.4	P	0.000805																															
35018_at	16	16	306.0	P	0.001602																															
35019_at	16	16	91.5	A	0.127645																															
35020_at	16	16	59.6	A	0.107301																															
35021_at	16	16	14.3	A	0.810313																															
35022_at	16	16	19.8	A	0.679170																															
35023_at	16	16	41.6	A	0.378184																															
35024_at	16	16	7.9	A	0.933135																															
35025_at	16	16	171.1	P	0.039365																															
35026_f_at	16	16	91.9	A	0.060419																															
35027_at	16	16	699.3	A	0.066865																															
35028_at	16	16	155.1	P	0.035163																															
35029_at	16	16	11.2	A	0.861235																															
35030_i_at	15	15	73.8	A	0.545220																															
35031_r_at	16	16	1.7	A	0.892699																															
35032_at	16	16	8.9	A	0.933135																															
35033_at	16	16	181.5	P	0.009985																															
35034_at	16	16	41.7	A	0.358690																															
35035_at	16	16	16.6	A	0.749276																															
35036_at	16	16	333.8	A	0.073830																															
35037_at	16	16	23.6	A	0.892699																															
35038_at	16	16	10752.8	P	0.000266																															
35039_at	16	16	422.4	P	0.000805																															
35040_at	16	16	69.1	A	0.358690																															
35041_at	16	16	110.3	A	0.150527																															
35042_at	16	16	172.7	A	0.378184																															
35043_at	16	16	56.4	A	0.438361																															
35044_i_at	14	14	31.5	A	0.818657																															
35045_r_at	16	16	145.8	A	0.660442																															
35046_at	16	16	7.1	A	0.892699																															
35047_at	16	16	51.2	A	0.458816																															
35048_at	16	16	10.6	A	0.892699																															
35049_g_at	16	16	37.8	A	0.339558																															
35050_at	16	16	57.0	A	0.320830																															
35051_at	16	16	14.8	A	0.933135																															
35052_r_at	16	16	2.4	A	0.983000																															
35053_at	16	16	198.0	P	0.035163																															
35054_at	16	16	159.4	A	0.458816																															
35055_at	16	16	10236.0	P	0.000219																															
35056_at	16	16	12.7	A	0.901946																															
35057_at	16	16	30.9	A	0.697453																															
35058_at	16	16	54.2	A	0.339558																															
35059_at	16	16	106.8	A	0.073830																															
35060_at	16	16	207.3	A	0.107301																															
35061_at	16	16	4.7	A	0.765443																															
35062_at	16	16	34.8	A	0.837065																															
